Year,Month,Day,Temperature,Humidity,WindSpeed,ActualIrradiance,PredictedIrradiance,Confidence,Explanation
2025,4,20,27.81,71.34,2.22,6.0859,5.6847150945394,High confidence,Higher-than-average output is mainly due to typical mid-range weather conditions.
2025,4,21,28.06,69.68,1.39,6.4183,5.49523330730087,High confidence,Higher-than-average output is mainly due to low wind.
2025,4,22,28.67,63.2,1.81,6.3223,5.89601065312446,High confidence,Higher-than-average output is mainly due to low wind.
2025,4,23,28.12,70.41,2.17,6.0854,5.75415506719895,High confidence,Higher-than-average output is mainly due to typical mid-range weather conditions.
2025,4,24,28.01,72.76,2.5,6.834,5.85724314386946,High confidence,Higher-than-average output is mainly due to typical mid-range weather conditions.
2025,4,25,28.1,74.93,1.48,5.531,5.10577918112447,High confidence,Higher-than-average output is mainly due to low wind.
2025,4,26,27.74,75.72,1.61,5.9119,5.17564848146565,High confidence,Higher-than-average output is mainly due to low wind.
2025,4,27,27.25,73.85,1.09,5.9326,4.86294156504986,High confidence,Lower-than-average output is mainly due to low wind.
2025,4,28,27.19,73.08,1.63,5.3011,5.19065928594215,High confidence,Higher-than-average output is mainly due to low wind.
2025,4,29,27.33,73.1,1.49,5.929,5.14362601892957,High confidence,Higher-than-average output is mainly due to low wind.
2025,4,30,27.36,76.3,2.37,5.7929,5.61607157467612,High confidence,Higher-than-average output is mainly due to typical mid-range weather conditions.
2025,5,1,27.41,75.13,1.6,4.236,5.14496877550088,High confidence,Higher-than-average output is mainly due to low wind.
2025,5,2,26.8,82.28,1.24,5.3767,4.69219365155055,High confidence,Lower-than-average output is mainly due to high humidity and low wind.
2025,5,3,27.32,74.9,1.85,5.4036,5.31235319305863,High confidence,Higher-than-average output is mainly due to low wind.
2025,5,4,27.44,71.64,2.18,6.5436,5.56796217946683,High confidence,Higher-than-average output is mainly due to typical mid-range weather conditions.
2025,5,5,27.13,74.59,2.25,5.1005,5.51226179136897,High confidence,Higher-than-average output is mainly due to typical mid-range weather conditions.
2025,5,6,27.16,73.81,2.51,6.1282,5.64647915938496,High confidence,Higher-than-average output is mainly due to typical mid-range weather conditions.
2025,5,7,26.16,79.54,2.39,6.0986,5.36260436869942,High confidence,Higher-than-average output is mainly due to high humidity.
2025,5,8,27.62,71.36,2.54,6.3348,5.74443425140262,High confidence,Higher-than-average output is mainly due to typical mid-range weather conditions.
2025,5,9,28.34,64.06,2.29,7.3176,5.83052129379194,High confidence,Higher-than-average output is mainly due to typical mid-range weather conditions.
2025,5,10,28.15,63.97,2.28,6.877,5.83317511931892,High confidence,Higher-than-average output is mainly due to typical mid-range weather conditions.
2025,5,11,28.35,67.41,3.4,6.613,5.62716586666051,High confidence,Higher-than-average output is mainly due to typical mid-range weather conditions.
2025,5,12,27.75,74.17,2.79,6.0269,5.87481104623864,High confidence,Higher-than-average output is mainly due to typical mid-range weather conditions.
2025,5,13,26.98,80.66,2.71,5.112,5.34803216271684,High confidence,Higher-than-average output is mainly due to high humidity.
2025,5,14,26.15,81.63,2.54,4.9486,5.30738629545714,Low confidence,Higher-than-average output is mainly due to high humidity.
2025,5,15,26.49,79.77,2.72,5.0112,5.45790766523846,Low confidence,Higher-than-average output is mainly due to high humidity.
2025,5,16,27.33,74.2,3,4.6476,5.79653247186462,Low confidence,Higher-than-average output is mainly due to typical mid-range weather conditions.
2025,5,17,26.46,74.97,2.98,4.2307,5.65657323454113,High confidence,Higher-than-average output is mainly due to typical mid-range weather conditions.
2025,5,18,24.37,83.46,2.95,4.1777,5.11090871850173,High confidence,Higher-than-average output is mainly due to high humidity.
2025,5,19,25.51,79.93,2.99,4.2499,5.43851717107572,High confidence,Higher-than-average output is mainly due to high humidity.
2025,5,20,25.01,82.18,5.52,3.6475,3.88978279062323,High confidence,Lower-than-average output is mainly due to high humidity.
2025,5,21,25.46,75.56,5.83,4.6877,4.1782922899326,High confidence,Lower-than-average output is mainly due to typical mid-range weather conditions.
2025,5,22,26.63,74.77,4.37,4.6145,5.16824685241069,High confidence,Higher-than-average output is mainly due to typical mid-range weather conditions.
2025,5,23,26.41,82.4,5.37,4.0783,4.68743242455964,High confidence,Lower-than-average output is mainly due to high humidity.
2025,5,24,25.67,84.36,6.1,2.3849,3.76059558272763,High confidence,Lower-than-average output is mainly due to high humidity.
2025,5,25,25.01,87.43,7.04,2.5738,2.83154989939185,Low confidence,Lower-than-average output is mainly due to high humidity and strong wind.
2025,5,26,25.12,84.51,7.45,1.9471,3.54497379844504,Low confidence,Lower-than-average output is mainly due to high humidity and strong wind.
2025,5,27,25.9,88.79,7.12,2.5985,1.20107166028852,Low confidence,Lower-than-average output is mainly due to high humidity and strong wind.
2025,5,28,25.65,88.57,7.6,3.2885,1.26856960609404,Low confidence,Lower-than-average output is mainly due to high humidity and strong wind.
2025,5,29,25.11,83.18,7.57,2.544,4.16132790356203,High confidence,Lower-than-average output is mainly due to high humidity and strong wind.
2025,5,30,23.91,85.74,6.86,2.1893,2.92519540527836,High confidence,Lower-than-average output is mainly due to high humidity and strong wind.
2025,5,31,24.4,85.58,5.16,3.9142,3.92031885181842,High confidence,Lower-than-average output is mainly due to high humidity.
2025,6,1,25.04,85.23,3.96,5.5675,4.78741082918156,Low confidence,Lower-than-average output is mainly due to high humidity.
2025,6,2,25.16,87.24,3.85,5.1334,4.56526877910674,Low confidence,Lower-than-average output is mainly due to high humidity.
2025,6,3,25.61,82.74,4.21,4.4546,4.94465239331077,Low confidence,Lower-than-average output is mainly due to high humidity.
2025,6,4,24.24,83.8,3.76,5.5106,4.83834179515537,Low confidence,Lower-than-average output is mainly due to high humidity.
2025,6,5,25.21,77.58,2.79,6.2436,5.41481965383583,Low confidence,Higher-than-average output is mainly due to typical mid-range weather conditions.
2025,6,6,26.01,79.34,2.71,5.994,5.45810674017193,Low confidence,Higher-than-average output is mainly due to high humidity.
2025,6,7,26.08,80.16,3.52,6.121,5.40158211216732,Low confidence,Higher-than-average output is mainly due to high humidity.
2025,6,8,26.08,82.98,3.41,6.0583,5.11067226785518,Low confidence,Higher-than-average output is mainly due to high humidity.
2025,6,9,25.21,86.28,3.72,5.5171,4.73719899792151,Low confidence,Lower-than-average output is mainly due to high humidity.
2025,6,10,25.28,85.43,4.39,4.9493,4.59673555654605,Low confidence,Lower-than-average output is mainly due to high humidity.
2025,6,11,24.94,87.21,5.02,3.745,4.07399435163272,Low confidence,Lower-than-average output is mainly due to high humidity.
2025,6,12,24.71,86.59,5.48,3.9866,3.77248927039469,Low confidence,Lower-than-average output is mainly due to high humidity.
2025,6,13,24.86,83.98,7.15,3.3223,3.38256368678878,Low confidence,Lower-than-average output is mainly due to high humidity and strong wind.
2025,6,14,24.73,86.22,7.31,3.0017,3.02441253097415,Low confidence,Lower-than-average output is mainly due to high humidity and strong wind.
2025,6,15,23.79,84.82,7.75,2.9004,3.56520475819835,Low confidence,Lower-than-average output is mainly due to high humidity and strong wind.
2025,6,16,23.97,84.77,7.27,2.875,3.12184618468591,Low confidence,Lower-than-average output is mainly due to high humidity and strong wind.
2025,6,17,24.65,88.28,5.62,3.1411,3.60388683390321,Low confidence,Lower-than-average output is mainly due to high humidity.
2025,6,18,24.7,87.95,4.81,4.1506,4.08604773621349,Low confidence,Lower-than-average output is mainly due to high humidity.
2025,6,19,24.73,89.69,4.75,4.2814,3.92576866853171,Low confidence,Lower-than-average output is mainly due to high humidity.
2025,6,20,24.81,88.4,4.3,4.7114,4.27068334850706,Low confidence,Lower-than-average output is mainly due to high humidity.
2025,6,21,24.97,87.3,4.31,4.9378,4.40973766782701,Low confidence,Lower-than-average output is mainly due to high humidity.
2025,6,22,24.97,86.48,4.8,4.7136,4.26108831882163,Low confidence,Lower-than-average output is mainly due to high humidity.
2025,6,23,24.33,84.51,5.46,4.1371,3.67557385470693,Low confidence,Lower-than-average output is mainly due to high humidity.
2025,6,24,24.77,85.76,5.3,4.2214,3.93766984727683,Low confidence,Lower-than-average output is mainly due to high humidity.
2025,6,25,24.47,87.57,5.21,2.5435,3.84279607345382,Low confidence,Lower-than-average output is mainly due to high humidity.
2025,6,26,24.56,86.14,5.43,2.6398,3.77266479006268,Low confidence,Lower-than-average output is mainly due to high humidity.
2025,6,27,24.22,86.63,4.75,3.2491,4.09258922516678,Low confidence,Lower-than-average output is mainly due to high humidity.
2025,6,28,24.59,88.19,4.99,3.8837,3.95384549859716,Low confidence,Lower-than-average output is mainly due to high humidity.
2025,6,29,24.67,87.26,4.27,5.0707,4.40461617050188,Low confidence,Lower-than-average output is mainly due to high humidity.
2025,6,30,24.21,88.93,4.1,4.3022,4.19587431864387,Low confidence,Lower-than-average output is mainly due to high humidity.
2025,7,1,24.27,88.48,4.27,3.5522,4.19398992315206,Low confidence,Lower-than-average output is mainly due to high humidity.
2025,7,2,23.8,87.05,5.56,3.2923,3.46911418017022,Low confidence,Lower-than-average output is mainly due to high humidity.
2025,7,3,23.33,84.2,4.86,4.02,3.88200919852451,Low confidence,Lower-than-average output is mainly due to high humidity.
2025,7,4,23.49,86.81,4.95,3.8244,3.76343663955173,Low confidence,Lower-than-average output is mainly due to high humidity.
2025,7,5,24.29,85.69,5.01,3.5921,3.98674723295345,Low confidence,Lower-than-average output is mainly due to high humidity.
2025,7,6,24.65,86.22,6.04,3.8016,3.38935230568625,Low confidence,Lower-than-average output is mainly due to high humidity.
2025,7,7,24.62,86.6,6.08,3.659,3.35414204740966,Low confidence,Lower-than-average output is mainly due to high humidity.
2025,7,8,24.71,85.81,4.99,4.2514,4.1285010284673,Low confidence,Lower-than-average output is mainly due to high humidity.
2025,7,9,24.85,84.86,4.9,4.267,4.26995452293669,Low confidence,Lower-than-average output is mainly due to high humidity.
2025,7,10,24.79,85.47,4.16,3.9418,4.64692197077047,Low confidence,Lower-than-average output is mainly due to high humidity.
2025,7,11,24.79,86.72,4.47,4.1534,4.38351404844169,Low confidence,Lower-than-average output is mainly due to high humidity.
2025,7,12,24.8,85.58,4.54,4.9207,4.44147890081131,Low confidence,Lower-than-average output is mainly due to high humidity.
2025,7,13,24.25,88.02,4.89,4.1822,3.93680082271355,Low confidence,Lower-than-average output is mainly due to high humidity.
2025,7,14,23.71,84.99,5.43,4.1117,3.5153003833464,Low confidence,Lower-than-average output is mainly due to high humidity.
2025,7,15,24.32,83.95,5.15,3.7718,3.91896610994772,Low confidence,Lower-than-average output is mainly due to high humidity.
2025,7,16,24.44,86.04,5.25,2.8315,3.86072019848749,Low confidence,Lower-than-average output is mainly due to high humidity.
2025,7,17,24.29,86.1,5.26,4.0253,3.80404818799286,Low confidence,Lower-than-average output is mainly due to high humidity.
2025,7,18,24.46,85.27,5.25,3.4742,3.88061972867524,Low confidence,Lower-than-average output is mainly due to high humidity.
2025,7,19,23.58,87.02,6.72,2.9242,2.93443551120147,Low confidence,Lower-than-average output is mainly due to high humidity and strong wind.
2025,7,20,23.3,84.97,6.3,3.3653,2.98243162472158,Low confidence,Lower-than-average output is mainly due to high humidity.
2025,7,21,23.44,84.44,4.1,3.2846,4.41301175090912,Low confidence,Lower-than-average output is mainly due to high humidity.
2025,7,22,24.44,84.67,4.68,3.3857,4.30126169721351,Low confidence,Lower-than-average output is mainly due to high humidity.
2025,7,23,24.29,84.87,5.79,3.6098,3.42115063127905,Low confidence,Lower-than-average output is mainly due to high humidity.
2025,7,24,23.2,84.09,6.4,2.7826,2.93214975398063,Low confidence,Lower-than-average output is mainly due to high humidity.
2025,7,25,23.29,83.86,7.2,2.9762,3.27390246915759,Low confidence,Lower-than-average output is mainly due to high humidity and strong wind.
2025,7,26,23.51,85.17,7.14,2.4624,3.01578337629518,Low confidence,Lower-than-average output is mainly due to high humidity and strong wind.
2025,7,27,23.58,83.97,5.75,3.4226,3.23186185411267,Low confidence,Lower-than-average output is mainly due to high humidity.
2025,7,28,24.01,82.41,5.33,3.6667,3.65154177314453,Low confidence,Lower-than-average output is mainly due to high humidity.
2025,7,29,24.16,81.77,5.6,4.0034,3.46413106567605,Low confidence,Lower-than-average output is mainly due to high humidity.
2025,7,30,24.61,82.86,5.39,3.8357,3.82882350837361,Low confidence,Lower-than-average output is mainly due to high humidity.
2025,7,31,24.91,84.02,4.92,4.1232,4.30367181292599,Low confidence,Lower-than-average output is mainly due to high humidity.
2025,8,1,24.77,84.17,3.94,4.375,4.85207576568241,Low confidence,Lower-than-average output is mainly due to high humidity.
2025,8,2,24,88.66,3.06,3.7416,4.50813735445568,Low confidence,Lower-than-average output is mainly due to high humidity.
2025,8,3,23.63,91.17,2.79,4.92,4.04994254594186,Low confidence,Lower-than-average output is mainly due to high humidity.
2025,8,4,24.44,89.12,2.86,4.6632,4.56247761724689,Low confidence,Lower-than-average output is mainly due to high humidity.
2025,8,5,23.62,91.62,3.95,3.3833,3.67266670416536,Low confidence,Lower-than-average output is mainly due to high humidity.
2025,8,6,24.08,85.23,4.65,5.6304,4.1827646195735,Low confidence,Lower-than-average output is mainly due to high humidity.
2025,8,7,24.41,86.19,4.74,3.9163,4.18084077764871,Low confidence,Lower-than-average output is mainly due to high humidity.
2025,8,8,24.5,86.77,2.65,3.4615,4.86158416235959,Low confidence,Lower-than-average output is mainly due to high humidity.
2025,8,9,24.04,87.45,2.61,3.691,4.68996102601231,Low confidence,Lower-than-average output is mainly due to high humidity.
2025,8,10,24.01,85.35,2.85,3.6163,4.89764895800348,Low confidence,Lower-than-average output is mainly due to high humidity.
2025,8,11,23.69,80.25,3.85,3.0727,4.85591029319852,Low confidence,Lower-than-average output is mainly due to high humidity.
2025,8,12,23.59,82.01,4.01,4.2163,4.64937141576701,Low confidence,Lower-than-average output is mainly due to high humidity.
2025,8,13,23.11,83.37,5.01,3.1157,3.75317807790227,Low confidence,Lower-than-average output is mainly due to high humidity.
2025,8,14,23.1,85.86,4.86,3.4325,3.80327288638599,Low confidence,Lower-than-average output is mainly due to high humidity.
2025,8,15,23.51,83.96,6,2.9597,3.06712777291787,Low confidence,Lower-than-average output is mainly due to high humidity.
2025,8,16,23.83,86.05,5.42,3.1255,3.55980288701834,Low confidence,Lower-than-average output is mainly due to high humidity.
2025,8,17,23.62,87.39,5.83,2.4346,3.29862506131155,Low confidence,Lower-than-average output is mainly due to high humidity.
2025,8,18,23.23,85.85,5.82,2.533,3.23734874025458,Low confidence,Lower-than-average output is mainly due to high humidity.
2025,8,19,23.97,83.58,6.04,4.507,3.12422333585425,Low confidence,Lower-than-average output is mainly due to high humidity.
2025,8,20,23.59,82.6,4.1,5.273,4.55853547899452,Low confidence,Lower-than-average output is mainly due to high humidity.
2025,8,21,24.8,82.2,2.7,5.2186,5.23399351901369,Low confidence,Higher-than-average output is mainly due to high humidity.
2025,8,22,24.69,83.72,2.23,5.2118,5.02389154351215,Low confidence,Higher-than-average output is mainly due to high humidity.
2025,8,23,24.65,83.48,2.81,4.5113,5.1587890983801,Low confidence,Higher-than-average output is mainly due to high humidity.
2025,8,24,25.04,80.59,3.08,6.2563,5.35738770429842,Low confidence,Higher-than-average output is mainly due to high humidity.
2025,8,25,24.28,82.74,2.8,5.6916,5.13156905738769,Low confidence,Higher-than-average output is mainly due to high humidity.
2025,8,26,24.7,82.25,4.02,5.2675,4.90855806970359,Low confidence,Lower-than-average output is mainly due to high humidity.
2025,8,27,24.17,85.56,4.92,3.0468,4.01392084842482,Low confidence,Lower-than-average output is mainly due to high humidity.
2025,8,28,23.79,88.44,5.43,2.5625,3.52260645625496,Low confidence,Lower-than-average output is mainly due to high humidity.
2025,8,29,23.88,82.54,4.88,4.2094,4.01633056782968,Low confidence,Lower-than-average output is mainly due to high humidity.
2025,8,30,24.7,84.14,4.54,4.1486,4.49840844317599,Low confidence,Lower-than-average output is mainly due to high humidity.
2025,8,31,24.27,87.06,3.96,3.9142,4.4801421708648,Low confidence,Lower-than-average output is mainly due to high humidity.
2025,9,1,23.99,86.26,4.36,3.7102,4.27269568527911,Low confidence,Lower-than-average output is mainly due to high humidity.
2025,9,2,24.31,83.45,4.69,4.525,4.29157986307919,Low confidence,Lower-than-average output is mainly due to high humidity.
2025,9,3,24.27,84.76,5.06,2.927,3.96408956777033,Low confidence,Lower-than-average output is mainly due to high humidity.
2025,9,4,24.33,85.78,4.3,4.1542,4.44179376996465,Low confidence,Lower-than-average output is mainly due to high humidity.
2025,9,5,24.63,84.85,3.6,4.1225,4.91161787413887,Low confidence,Lower-than-average output is mainly due to high humidity.
2025,9,6,24.84,84.55,3.3,4.8583,5.05358479816109,Low confidence,Higher-than-average output is mainly due to high humidity.
2025,9,7,24.71,84.29,3.07,4.5516,5.10151488463662,Low confidence,Higher-than-average output is mainly due to high humidity.
2025,9,8,25.42,79.34,2.59,5.6935,5.36180248240486,Low confidence,Higher-than-average output is mainly due to high humidity.
2025,9,9,24.59,86.85,1.68,5.0702,4.5699356560615,Low confidence,Lower-than-average output is mainly due to high humidity and low wind.
2025,9,10,25.62,81.89,2.28,3.8249,5.21407026394868,Low confidence,Higher-than-average output is mainly due to high humidity.
2025,9,11,24.84,84.18,2.33,5.3707,5.05614133656558,Low confidence,Higher-than-average output is mainly due to high humidity.
2025,9,12,24.86,83.06,2,5.9702,4.97910349287544,Low confidence,Lower-than-average output is mainly due to high humidity and low wind.
2025,9,13,24.8,82.82,3.02,5.7209,5.21974697881894,Low confidence,Higher-than-average output is mainly due to high humidity.
2025,9,14,24.7,81.06,3.09,4.6776,5.2824811343333,Low confidence,Higher-than-average output is mainly due to high humidity.
2025,9,15,24.69,82.75,3.43,5.1665,5.13327007902819,Low confidence,Higher-than-average output is mainly due to high humidity.
2025,9,16,24.16,89.24,2.83,4.6394,4.49983063412774,Low confidence,Lower-than-average output is mainly due to high humidity.
2025,9,17,24.17,89.59,3.31,4.4194,4.36182749385532,Low confidence,Lower-than-average output is mainly due to high humidity.
2025,9,18,23.88,91.89,3.75,4.8595,3.78687084370454,Low confidence,Lower-than-average output is mainly due to high humidity.
2025,9,19,23.93,86.15,3.09,4.1088,4.77856079813259,Low confidence,Lower-than-average output is mainly due to high humidity.
2025,9,20,24.53,80.76,3.02,4.7062,5.2643432438676,Low confidence,Higher-than-average output is mainly due to high humidity.
2025,9,21,24.7,84.16,3.19,4.7249,5.09252363412774,Low confidence,Higher-than-average output is mainly due to high humidity.
2025,9,22,24.77,84.32,3.72,4.2098,4.93471763322297,Low confidence,Lower-than-average output is mainly due to high humidity.
2025,9,23,24.47,84.43,4.03,3.9353,4.72121307530417,Low confidence,Lower-than-average output is mainly due to high humidity.
2025,9,24,24.78,82.69,4,4.9147,4.91715889408215,Low confidence,Lower-than-average output is mainly due to high humidity.
2025,9,25,24.37,82.91,3.89,4.4765,4.86144908341609,Low confidence,Lower-than-average output is mainly due to high humidity.
2025,9,26,24.59,83.03,4.84,5.4854,4.27854098757254,Low confidence,Lower-than-average output is mainly due to high humidity.
2025,9,27,23.84,84.25,5.14,3.8556,3.76866092443036,Low confidence,Lower-than-average output is mainly due to high humidity.
2025,9,28,24.09,86.55,5.08,4.0474,3.8506826599535,Low confidence,Lower-than-average output is mainly due to high humidity.
2025,9,29,24.64,83.78,4.72,4.6034,4.36908772376375,Low confidence,Lower-than-average output is mainly due to high humidity.
2025,9,30,24.18,84.49,3.71,5.0664,4.79659857660086,Low confidence,Lower-than-average output is mainly due to high humidity.
2025,10,1,24.91,81.76,3.58,4.199,5.18109183099502,High confidence,Higher-than-average output is mainly due to high humidity.
2025,10,2,24.92,83.79,3.13,4.8019,5.15663810631119,High confidence,Higher-than-average output is mainly due to high humidity.
2025,10,3,25.12,83.61,2.23,5.3059,5.08611450072156,High confidence,Higher-than-average output is mainly due to high humidity.
2025,10,4,24.84,80.13,2.59,4.9958,5.27241544579172,High confidence,Higher-than-average output is mainly due to high humidity.
2025,10,5,24.67,81.82,2.19,5.3388,5.07237042802463,High confidence,Higher-than-average output is mainly due to high humidity.
2025,10,6,24.8,81.85,1.6,6.1663,4.83040513453948,High confidence,Lower-than-average output is mainly due to high humidity and low wind.
2025,10,7,24.39,80.98,1.48,5.1982,4.82940628326578,High confidence,Lower-than-average output is mainly due to high humidity and low wind.
2025,10,8,25.67,78.46,1.36,4.1899,4.79231150845999,High confidence,Lower-than-average output is mainly due to low wind.
2025,10,9,24.87,86.65,1.3,4.8646,4.44596979880018,High confidence,Lower-than-average output is mainly due to high humidity and low wind.
2025,10,10,25.21,84.34,1.72,4.849,4.85118563508228,High confidence,Lower-than-average output is mainly due to high humidity and low wind.
2025,10,11,24.66,85.52,1.93,4.5622,4.79786450031709,High confidence,Lower-than-average output is mainly due to high humidity and low wind.
2025,10,12,24.57,85.75,2.47,5.839,4.94370075767603,High confidence,Lower-than-average output is mainly due to high humidity.
2025,10,13,25.43,83.3,1.73,4.6296,4.91788717492106,High confidence,Lower-than-average output is mainly due to high humidity and low wind.
2025,10,14,25.16,83.99,3.34,4.1453,5.11368812761553,High confidence,Higher-than-average output is mainly due to high humidity.
2025,10,15,24.59,85.71,2.82,4.1189,4.98083665336729,High confidence,Lower-than-average output is mainly due to high humidity.
2025,10,16,24,89.59,3.16,3.7934,4.35761775335938,High confidence,Lower-than-average output is mainly due to high humidity.
2025,10,17,24.39,89.05,3.61,4.5322,4.38970846582982,High confidence,Lower-than-average output is mainly due to high humidity.
2025,10,18,24.09,88.89,3.66,4.4681,4.33349615408113,High confidence,Lower-than-average output is mainly due to high humidity.
2025,10,19,24.02,88.17,3.07,4.6608,4.5754555284889,High confidence,Lower-than-average output is mainly due to high humidity.
2025,10,20,23.48,90.6,2.88,4.3411,4.07377503325183,High confidence,Lower-than-average output is mainly due to high humidity.
2025,10,21,23.33,91.16,2.11,2.9758,3.85231466834429,High confidence,Lower-than-average output is mainly due to high humidity.
2025,10,22,23.3,92.65,2.48,2.0395,3.66850095460261,Low confidence,Lower-than-average output is mainly due to high humidity.
2025,10,23,23.91,88.58,3.04,4.397,4.49722257532218,Low confidence,Lower-than-average output is mainly due to high humidity.
2025,10,24,23.48,92.36,3.08,3.5462,3.72846468941176,Low confidence,Lower-than-average output is mainly due to high humidity.
2025,10,25,23.71,89.28,2.7,4.279,4.36827953051994,Low confidence,Lower-than-average output is mainly due to high humidity.
2025,10,26,24.31,89.29,2.56,4.8943,4.52843324410496,Low confidence,Lower-than-average output is mainly due to high humidity.
2025,10,27,23.31,92.12,3.61,2.0237,3.54366633849159,Low confidence,Lower-than-average output is mainly due to high humidity.
2025,10,28,23.5,91.06,3.92,2.8195,3.72460528452976,Low confidence,Lower-than-average output is mainly due to high humidity.
2025,10,29,24.09,88.82,4.06,4.1628,4.19348206846534,Low confidence,Lower-than-average output is mainly due to high humidity.
2025,10,30,24.03,88.05,2.92,5.1418,4.61464080531099,Low confidence,Lower-than-average output is mainly due to high humidity.
2025,10,31,23.98,85.68,2.66,6.1308,4.85500803700736,Low confidence,Lower-than-average output is mainly due to high humidity.
2025,11,1,23.42,85.18,2.23,6.6514,4.66872983298188,Low confidence,Lower-than-average output is mainly due to high humidity.
2025,11,2,23.64,83.73,2.48,5.7931,4.90514842281753,Low confidence,Lower-than-average output is mainly due to high humidity.
2025,11,3,24.67,84.49,2.01,4.7921,4.895094768036,Low confidence,Lower-than-average output is mainly due to high humidity and low wind.
2025,11,4,24.55,84.6,2.36,5.1394,4.99632289727328,High confidence,Lower-than-average output is mainly due to high humidity.
2025,11,5,24.32,84.91,1.79,4.6548,4.71494456107591,High confidence,Lower-than-average output is mainly due to high humidity and low wind.
2025,11,6,23.26,82.08,2.29,5.5406,4.92895131795068,High confidence,Lower-than-average output is mainly due to high humidity.
2025,11,7,23.57,78.75,1.09,5.0897,5.12449103901428,High confidence,Higher-than-average output is mainly due to low wind.
2025,11,8,23.74,85.56,1.18,3.7567,4.33343394423902,High confidence,Lower-than-average output is mainly due to high humidity and low wind.
2025,11,9,23.49,76.65,1.74,5.4173,5.21972545847149,High confidence,Higher-than-average output is mainly due to low wind.
2025,11,10,23.64,82.55,1.08,4.1021,4.67724302557721,High confidence,Lower-than-average output is mainly due to high humidity and low wind.
2025,11,11,24.14,84.77,1.56,3.6096,4.60084449472537,High confidence,Lower-than-average output is mainly due to high humidity and low wind.
2025,11,12,24.37,82.81,2.41,3.1049,5.07367558545119,Low confidence,Higher-than-average output is mainly due to high humidity.
2025,11,13,24.13,82.91,2.84,4.3502,5.09442676815612,High confidence,Higher-than-average output is mainly due to high humidity.
2025,11,14,23.78,84.99,3.29,2.6443,4.80521851429886,Low confidence,Lower-than-average output is mainly due to high humidity.
2025,11,15,22.38,76.93,2.38,4.5674,5.34787955575919,Low confidence,Higher-than-average output is mainly due to typical mid-range weather conditions.
2025,11,16,23.4,81.35,2.81,4.6267,5.05684421048444,High confidence,Higher-than-average output is mainly due to high humidity.
2025,11,17,23.34,82.46,3.11,3.7702,4.95870816129436,High confidence,Lower-than-average output is mainly due to high humidity.
2025,11,18,22.9,86.33,2.99,3.1253,4.53084422473922,High confidence,Lower-than-average output is mainly due to high humidity.
2025,11,19,23.79,83.04,3.84,4.7486,4.73145615279946,High confidence,Lower-than-average output is mainly due to high humidity.
